,1,1,,2,2
1346,431.659137,84,69.8,68.8,68.8
1347,433.67431,82,69.6,68.6,68.6
1348,434.653805,82,70.2,69.2,69.2
1349,436.689095,82,69.8,68.8,68.8
1350,438.656996,82,70.8,69.8,69.8
1351,439.659836,82,70,69,69
1352,440.663416,82,71.2,70.2,70.2
1353,441.663051,82,70,69,69
1354,442.661496,82,70,69,69
1355,443.659772,82,71.6,70.6,70.6
1356,444.66714,82,69,68,68
1357,445.666499,80,69.6,68.6,68.6
1358,447.660629,80,71.4,70.4,70.4
1359,448.658989,80,70.4,69.4,69.4
1360,449.659965,80,69.6,68.6,68.6
1361,451.654321,80,70.4,69.4,69.4
1362,452.657333,80,69.4,68.4,68.4
1363,453.661686,80,71,70,70
1364,454.658608,80,69.6,68.6,68.6
1365,455.658875,80,70,69,69
1366,456.658381,80,70.8,69.8,69.8
1367,457.659292,78,70.8,69.8,69.8
1368,458.661813,78,70.6,69.6,69.6
1369,460.672598,78,70.6,69.6,69.6
1370,462.64553,78,71,70,70
1371,463.682817,78,70.6,69.6,69.6
1372,465.674314,78,70.2,69.2,69.2
1373,466.706141,78,70.8,69.8,69.8
1374,468.693068,78,70.2,69.2,69.2
1375,469.661641,78,70.2,69.2,69.2
1376,470.674423,78,70.8,69.8,69.8
1377,472.673732,76,71,70,70
1378,474.671621,76,71.4,70.4,70.4
1379,476.659,76,69.8,68.8,68.8
1380,478.664785,76,70.2,69.2,69.2
1381,479.662359,76,70.4,69.4,69.4
1382,481.679772,76,70.4,69.4,69.4
1383,483.665978,76,71.2,70.2,70.2
1384,485.700334,76,69.4,68.4,68.4
1385,486.65961,76,70.8,69.8,69.8
1386,487.657188,76,69.4,68.4,68.4
1387,489.659482,74,71,70,70
1388,490.701219,74,71.8,70.8,70.8
1389,492.659996,74,70,69,69
1390,493.677189,74,70,69,69
1391,494.66097,74,70.4,69.4,69.4
1392,496.671304,74,70,69,69
1393,498.673841,74,71.2,70.2,70.2
1394,499.657837,74,71.4,70.4,70.4
1395,500.657611,74,70.4,69.4,69.4
1396,501.657308,74,70.4,69.4,69.4
1397,502.660353,72,70,69,69
1398,503.657263,72,71,70,70
1399,504.662638,72,69.2,68.2,68.2
1400,506.658508,72,70.6,69.6,69.6
1401,507.661055,72,70.8,69.8,69.8
1402,509.66555,72,70.2,69.2,69.2
1403,511.682056,72,70.4,69.4,69.4
1404,513.68247,72,70.6,69.6,69.6
1405,514.659904,72,71.4,70.4,70.4
1406,516.659714,72,70.8,69.8,69.8
1407,517.660022,70,71.4,70.4,70.4
1408,519.661913,70,71.8,70.8,70.8
1409,520.660674,70,71.4,70.4,70.4
1410,521.663187,70,70.8,69.8,69.8
1411,523.659506,70,71.2,70.2,70.2
1412,524.707493,70,71.4,70.4,70.4
1413,526.700957,70,70.4,69.4,69.4
1414,527.660584,70,71.8,70.8,70.8
1415,528.662204,70,71.4,70.4,70.4
1416,530.672181,70,71.4,70.4,70.4
1417,531.657452,68,70.2,69.2,69.2
1418,532.658837,68,72.2,71.2,71.2
1419,533.658199,68,71.6,70.6,70.6
1420,534.663207,68,70.4,69.4,69.4
1421,536.67364,68,71.4,70.4,70.4
1422,537.659251,68,72,71,71
1423,538.659653,68,71.6,70.6,70.6
1424,540.709908,68,71.6,70.6,70.6
1425,542.717833,68,71.6,70.6,70.6
1426,544.652049,68,71.2,70.2,70.2
1427,545.681844,66,71.4,70.4,70.4
1428,547.678737,66,72,71,71
1429,549.659589,66,72.6,71.6,71.6
1430,551.668186,66,71.6,70.6,70.6
1431,553.667358,66,71.8,70.8,70.8
1432,555.673601,66,71.6,70.6,70.6
1433,557.663595,66,71,70,70
1434,558.665412,66,70.6,69.6,69.6
1435,560.700393,66,72.6,71.6,71.6
1436,562.670325,66,71.2,70.2,70.2
1437,563.65982,64,72,71,71
1438,564.650851,64,71.8,70.8,70.8
1439,565.662793,64,71.8,70.8,70.8
1440,566.663433,64,71,70,70
1441,568.647046,64,72.8,71.8,71.8
1442,569.702739,64,71.2,70.2,70.2
1443,571.697789,64,72.4,71.4,71.4
1444,572.65839,64,71.6,70.6,70.6
1445,574.667112,64,71.2,70.2,70.2
1446,575.663157,64,73,72,72
1447,576.660514,62,71.8,70.8,70.8
1448,577.662295,62,71.2,70.2,70.2
1449,578.643382,62,71.4,70.4,70.4
1450,579.657561,62,72,71,71
1451,580.662432,62,71.6,70.6,70.6
1452,581.65776,62,72.6,71.6,71.6
1453,582.65827,62,71.2,70.2,70.2
1454,583.659241,62,72.6,71.6,71.6
1455,585.663209,62,71.4,70.4,70.4
1456,587.666091,62,72,71,71
1457,588.661168,60,71,70,70
1458,590.660879,60,72,71,71
1459,592.662444,60,71.6,70.6,70.6
1460,593.658394,60,72.4,71.4,71.4
1461,594.657495,60,72,71,71
1462,595.676038,60,72.4,71.4,71.4
1463,596.660559,60,71.4,70.4,70.4
1464,598.665631,60,72.4,71.4,71.4
1465,600.686254,60,70.6,69.6,69.6
1466,601.65873,60,71.2,70.2,70.2
1467,603.660026,58,71.8,70.8,70.8
1468,604.646786,58,72.6,71.6,71.6
1469,605.698685,58,72,71,71
1470,607.69185,58,73.2,72.2,72.2
1471,609.658956,58,72.6,71.6,71.6
1472,611.678912,58,72,71,71
1473,613.671294,58,71.8,70.8,70.8
1474,614.674327,58,73.2,72.2,72.2
1475,616.663379,58,72.2,71.2,71.2
1476,617.663186,58,72.2,71.2,71.2
1477,619.663332,56,71.6,70.6,70.6
1478,620.65986,56,71.8,70.8,70.8
1479,621.658782,56,72.2,71.2,71.2
1480,622.658709,56,73.8,72.8,72.8
1481,623.649591,56,72.4,71.4,71.4
1482,624.702741,56,73,72,72
1483,626.677612,56,71.6,70.6,70.6
1484,627.658873,56,72.4,71.4,71.4
1485,628.663589,56,73,72,72
1486,630.673598,56,73,72,72
1487,632.675092,54,72.6,71.6,71.6
1488,634.720982,54,73,72,72
1489,636.732074,54,72.4,71.4,71.4
1490,638.715529,54,73.8,72.8,72.8
1491,640.683623,54,72.4,71.4,71.4
1492,642.726304,54,72.2,71.2,71.2
1493,644.705805,54,73.2,72.2,72.2
1494,646.73772,54,72.8,71.8,71.8
1495,648.723684,54,72,71,71
1496,650.708549,54,74,73,73
1497,652.717587,52,73.2,72.2,72.2
1498,654.682302,52,73.6,72.6,72.6
1499,656.668359,52,72.2,71.2,71.2
1500,658.709594,52,71.8,70.8,70.8
1501,660.785297,52,73.8,72.8,72.8
1502,662.671055,52,72.8,71.8,71.8
1503,664.663948,52,73.4,72.4,72.4
1504,666.664119,52,73.6,72.6,72.6
1505,667.738433,52,72.4,71.4,71.4
1506,669.682459,52,73.4,72.4,72.4
1507,671.73012,50,72.8,71.8,71.8
1508,673.791111,50,74,73,73
1509,675.906226,50,74.2,73.2,73.2
1510,677.701892,50,73.6,72.6,72.6
1511,679.650853,50,73,72,72
1512,681.6624,50,73,72,72
1513,683.682086,50,73.8,72.8,72.8
1514,685.671492,50,72.8,71.8,71.8
1515,687.693944,50,73,72,72
1516,689.695085,50,74,73,73
1517,691.661881,48,74,73,73
1518,693.676877,48,74,73,73
1519,695.666194,48,73,72,72
1520,697.69306,48,73.8,72.8,72.8
1521,699.708408,48,74.4,73.4,73.4
1522,701.692248,48,73.4,72.4,72.4
1523,703.692138,48,74,73,73
1524,705.67042,48,73.6,72.6,72.6
1525,707.662371,48,73.6,72.6,72.6
1526,709.668296,48,73,72,72
1527,711.666565,46,73.8,72.8,72.8
1528,713.694858,46,73.6,72.6,72.6
1529,715.660463,46,73.4,72.4,72.4
1530,717.684579,46,73.4,72.4,72.4
1531,719.683772,46,74,73,73
1532,721.717999,46,73.6,72.6,72.6
1533,723.648149,46,73,72,72
1534,725.67084,46,73.4,72.4,72.4
1535,727.69387,46,74.6,73.6,73.6
1536,729.668638,46,74.2,73.2,73.2
1537,731.688967,44,74,73,73
1538,732.663887,44,73.8,72.8,72.8
1539,734.677392,44,74.8,73.8,73.8
1540,736.661757,44,74.4,73.4,73.4
1541,738.665545,44,73.6,72.6,72.6
1542,740.676652,44,74.8,73.8,73.8
1543,742.693029,44,73.2,72.2,72.2
1544,744.677189,44,73.6,72.6,72.6
1545,746.649885,44,73.6,72.6,72.6
1546,747.707454,44,75,74,74
1547,749.662623,42,74.4,73.4,73.4
1548,751.665685,42,75.4,74.4,74.4
1549,753.686945,42,74.8,73.8,73.8
1550,755.662539,42,75,74,74
1551,757.671629,42,74.2,73.2,73.2
1552,758.661483,42,74.2,73.2,73.2
1553,760.666589,42,73.4,72.4,72.4
1554,762.678191,42,75.6,74.6,74.6
1555,764.673664,42,74.2,73.2,73.2
1556,766.663889,42,74.8,73.8,73.8
1557,768.674256,40,74.2,73.2,73.2
1558,770.661261,40,73,72,72
1559,772.661421,40,73.8,72.8,72.8
1560,774.720261,40,74.2,73.2,73.2
1561,776.646674,40,75.4,74.4,74.4
1562,778.702246,40,73.2,72.2,72.2
1563,780.708552,40,73.4,72.4,72.4
1564,782.663264,40,74.4,73.4,73.4
1565,784.670252,40,75,74,74
1566,786.661055,40,73.2,72.2,72.2
1567,787.660213,38,74.6,73.6,73.6
1568,789.66164,38,74.6,73.6,73.6
1569,791.666779,38,76,75,75
1570,793.690976,38,75.4,74.4,74.4
1571,795.745123,38,74,73,73
1572,797.652263,38,74,73,73
1573,799.666981,38,74.6,73.6,73.6
1574,801.655748,38,74,73,73
1575,802.666829,38,74.6,73.6,73.6
1576,804.691536,38,74.2,73.2,73.2
1577,806.67278,36,73.8,72.8,72.8
1578,808.649468,36,74.8,73.8,73.8
1579,809.705633,36,73.6,72.6,72.6
1580,811.665375,36,75.6,74.6,74.6
1581,813.672227,36,75.6,74.6,74.6
1582,815.694245,36,75,74,74
1583,817.702047,36,74.6,73.6,73.6
1584,819.712944,36,75,74,74
1585,821.673097,36,73.6,72.6,72.6
1586,823.687951,36,74.6,73.6,73.6
1587,825.717563,34,75.8,74.8,74.8
1588,827.648409,34,76,75,75
1589,829.662073,34,75.2,74.2,74.2
1590,831.664949,34,75.4,74.4,74.4
1591,833.676006,34,75.2,74.2,74.2
1592,835.653385,34,74.8,73.8,73.8
1593,836.716135,34,75.6,74.6,74.6
1594,838.669576,34,75,74,74
1595,839.665704,34,75,74,74
1596,841.666691,34,75.2,74.2,74.2
1597,843.691713,32,74.8,73.8,73.8
1598,845.690608,32,75,74,74
1599,847.688605,32,74.8,73.8,73.8
1600,849.711335,32,74,73,73
1601,851.69302,32,73.8,72.8,72.8
1602,853.682628,32,74.6,73.6,73.6
1603,855.680409,32,75.2,74.2,74.2
1604,857.694662,32,73,72,72
1605,859.669045,32,74.6,73.6,73.6
1606,861.680173,32,74.6,73.6,73.6
1607,863.660728,30,74.2,73.2,73.2
1608,865.663715,30,74.4,73.4,73.4
1609,867.670161,30,74.6,73.6,73.6
1610,869.674394,30,74.4,73.4,73.4
1611,871.6653,30,73.8,72.8,72.8
1612,873.692679,30,75.2,74.2,74.2
1613,875.703815,30,74.6,73.6,73.6
1614,877.707806,30,74.2,73.2,73.2
1615,879.705853,30,73,72,72
1616,881.683256,30,74.2,73.2,73.2
1617,885.668906,30,74.4,73.4,73.4
1618,887.67789,30,74.4,73.4,73.4
1619,889.662084,30,75,74,74
1620,891.666115,30,75,74,74
1621,893.689668,30,74.6,73.6,73.6
1622,895.725172,30,74.6,73.6,73.6
1623,897.674472,30,74.8,73.8,73.8
1624,899.678865,30,74.4,73.4,73.4
1625,901.677136,30,75.4,74.4,74.4
1626,903.696959,32,74.8,73.8,73.8
1627,905.664015,32,75.4,74.4,74.4
1628,907.669986,32,74.2,73.2,73.2
1629,909.675223,32,74.2,73.2,73.2
1630,911.668947,32,75.8,74.8,74.8
1631,913.664842,32,74.4,73.4,73.4
1632,915.677327,32,74.4,73.4,73.4
1633,917.69123,32,73.4,72.4,72.4
1634,919.714007,32,75.2,74.2,74.2
1635,921.70863,32,74,73,73
1636,923.661851,34,75.8,74.8,74.8
1637,925.647614,34,75,74,74
1638,927.669208,34,73.4,72.4,72.4
1639,929.68506,34,73.8,72.8,72.8
1640,931.708663,34,74.2,73.2,73.2
1641,933.693078,34,74.2,73.2,73.2
1642,935.680112,34,73.8,72.8,72.8
1643,937.692042,34,74.6,73.6,73.6
1644,939.688733,34,74.6,73.6,73.6
1645,941.660919,34,74,73,73
1646,943.663982,36,75,74,74
1647,945.666428,36,75,74,74
1648,947.676715,36,74.2,73.2,73.2
1649,949.696984,36,74.6,73.6,73.6
1650,951.663629,36,75,74,74
1651,953.686604,36,75,74,74
1652,955.690065,36,75.2,74.2,74.2
1653,957.683994,36,75,74,74
1654,959.666505,36,75.6,74.6,74.6
1655,961.698413,36,75,74,74
1656,963.656239,38,74.6,73.6,73.6
1657,965.668159,38,74.8,73.8,73.8
1658,967.656022,38,74.6,73.6,73.6
1659,968.665426,38,74.6,73.6,73.6
1660,970.662503,38,74.4,73.4,73.4
1661,972.677867,38,74.2,73.2,73.2
1662,974.700307,38,75.2,74.2,74.2
1663,976.672786,38,74.4,73.4,73.4
1664,978.672062,38,75,74,74
1665,980.664867,38,72.6,71.6,71.6
1666,982.647237,40,74,73,73
1667,984.664697,40,74.2,73.2,73.2
1668,986.669514,40,75.2,74.2,74.2
1669,988.67547,40,74.8,73.8,73.8
1670,990.70952,40,72.8,71.8,71.8
1671,992.667623,40,74,73,73
1672,993.699043,40,74.2,73.2,73.2
1673,995.663227,40,76,75,75
1674,996.6623,40,74.2,73.2,73.2
1675,998.672759,40,74.2,73.2,73.2
1676,1000.709202,42,74.6,73.6,73.6
1677,1002.667475,42,74.6,73.6,73.6
1678,1004.694503,42,74.6,73.6,73.6
1679,1006.670121,42,74,73,73
1680,1007.66006,42,75,74,74
1681,1008.660833,42,74.2,73.2,73.2
1682,1010.646291,42,74.2,73.2,73.2
1683,1012.713673,42,74.2,73.2,73.2
1684,1014.649587,42,75.4,74.4,74.4
1685,1016.715997,42,74,73,73
1686,1018.647876,44,73,72,72
1687,1019.700177,44,74.2,73.2,73.2
1688,1021.668124,44,74.2,73.2,73.2
1689,1023.688812,44,74.8,73.8,73.8
1690,1025.685196,44,74.2,73.2,73.2
1691,1027.670082,44,74.2,73.2,73.2
1692,1029.657222,44,74.8,73.8,73.8
1693,1031.665087,44,75.2,74.2,74.2
1694,1033.648435,44,75.4,74.4,74.4
1695,1035.672887,44,74.8,73.8,73.8
1696,1037.669882,46,75,74,74
1697,1039.743109,46,73.8,72.8,72.8
1698,1041.664221,46,73.8,72.8,72.8
1699,1043.692896,46,74.8,73.8,73.8
1700,1044.680903,46,74.2,73.2,73.2
1701,1046.662828,46,74.2,73.2,73.2
1702,1047.663729,46,74.6,73.6,73.6
1703,1049.661316,46,74.6,73.6,73.6
1704,1051.687094,46,74.2,73.2,73.2
1705,1053.709531,46,74.2,73.2,73.2
1706,1055.660982,48,75,74,74
1707,1057.654629,48,74.4,73.4,73.4
1708,1059.662698,48,74.6,73.6,73.6
1709,1061.647512,48,74.4,73.4,73.4
1710,1062.683917,48,75,74,74
1711,1064.680092,48,74,73,73
1712,1066.668306,48,74.2,73.2,73.2
1713,1068.662404,48,73.4,72.4,72.4
1714,1070.663084,48,74.2,73.2,73.2
1715,1071.664102,48,73.2,72.2,72.2
1716,1073.694245,50,75.2,74.2,74.2
1717,1075.649017,50,73.6,72.6,72.6
1718,1076.728224,50,73.4,72.4,72.4
1719,1078.662419,50,74.4,73.4,73.4
1720,1080.732196,50,74.4,73.4,73.4
1721,1082.651527,50,74.8,73.8,73.8
1722,1084.698862,50,72.8,71.8,71.8
1723,1086.675475,50,75.8,74.8,74.8
1724,1088.679174,50,73.4,72.4,72.4
1725,1090.647817,50,73.8,72.8,72.8
1726,1092.666502,52,74.4,73.4,73.4
1727,1094.682849,52,73,72,72
1728,1096.6718,52,73.6,72.6,72.6
1729,1098.648633,52,74,73,73
1730,1099.679934,52,73.2,72.2,72.2
1731,1101.66904,52,74.4,73.4,73.4
1732,1103.713092,52,74.2,73.2,73.2
1733,1105.658714,52,74.4,73.4,73.4
1734,1107.692683,52,73.6,72.6,72.6
1735,1109.682939,52,74.2,73.2,73.2
1736,1111.677757,54,73.8,72.8,72.8
1737,1113.678535,54,73.4,72.4,72.4
1738,1115.677641,54,73.2,72.2,72.2
1739,1117.667401,54,72.2,71.2,71.2
1740,1119.663609,54,74.4,73.4,73.4
1741,1121.684562,54,73.6,72.6,72.6
1742,1123.713901,54,74.4,73.4,73.4
1743,1125.670293,54,74.6,73.6,73.6
1744,1127.664845,54,74,73,73
1745,1129.695791,54,73.8,72.8,72.8
1746,1131.69354,56,74.2,73.2,73.2
1747,1132.676415,56,74,73,73
1748,1134.673182,56,74.2,73.2,73.2
1749,1135.667757,56,75.2,74.2,74.2
1750,1137.667877,56,74.6,73.6,73.6
1751,1139.647573,56,73.8,72.8,72.8
1752,1141.673163,56,73.4,72.4,72.4
1753,1143.674926,56,73.6,72.6,72.6
1754,1144.710547,56,74.2,73.2,73.2
1755,1146.711751,56,73.6,72.6,72.6
1756,1148.69091,58,74.8,73.8,73.8
1757,1150.662268,58,73.4,72.4,72.4
1758,1152.665779,58,73.2,72.2,72.2
1759,1154.702667,58,72.6,71.6,71.6
1760,1156.666702,58,73,72,72
1761,1158.674638,58,74.8,73.8,73.8
1762,1160.712319,58,72,71,71
1763,1162.649007,58,73,72,72
1764,1164.663245,58,73.8,72.8,72.8
1765,1166.674751,58,73.8,72.8,72.8
1766,1168.711169,60,72.2,71.2,71.2
1767,1170.666326,60,73.8,72.8,72.8
1768,1172.669002,60,73,72,72
1769,1174.691673,60,74.6,73.6,73.6
1770,1176.708119,60,74.4,73.4,73.4
1771,1178.679421,60,73.8,72.8,72.8
1772,1180.718928,60,74.2,73.2,73.2
1773,1182.671129,60,73.6,72.6,72.6
1774,1184.697817,60,73.2,72.2,72.2
1775,1186.669575,60,72.4,71.4,71.4
1776,1188.669604,62,72.4,71.4,71.4
1777,1190.660661,62,73.2,72.2,72.2
1778,1192.672992,62,72.2,71.2,71.2
1779,1194.686748,62,73.4,72.4,72.4
1780,1196.686697,62,72.2,71.2,71.2
1781,1198.682365,62,72.4,71.4,71.4
1782,1200.681353,62,72.2,71.2,71.2
1783,1202.657664,62,72.6,71.6,71.6
1784,1204.67312,62,72.6,71.6,71.6
1785,1206.711938,62,73.8,72.8,72.8
1786,1208.663508,64,73.6,72.6,72.6
1787,1210.664155,64,72,71,71
1788,1212.660781,64,73.6,72.6,72.6
1789,1214.649225,64,73.8,72.8,72.8
1790,1216.669585,64,72.6,71.6,71.6
1791,1218.692777,64,74.2,73.2,73.2
1792,1220.695048,64,73.2,72.2,72.2
1793,1222.648515,64,73.4,72.4,72.4
1794,1223.666669,64,73.4,72.4,72.4
1795,1225.692185,64,72.6,71.6,71.6
1796,1226.670511,66,74,73,73
1797,1228.702402,66,74,73,73
1798,1230.697093,66,73,72,72
1799,1232.707538,66,72.2,71.2,71.2
1800,1234.681512,66,73.2,72.2,72.2
1801,1236.673382,66,73.6,72.6,72.6
1802,1238.665964,66,73.4,72.4,72.4
1803,1240.657594,66,72.8,71.8,71.8
1804,1242.673111,66,74.2,73.2,73.2
1805,1244.705169,66,72.6,71.6,71.6
1806,1246.703463,68,73,72,72
1807,1248.6727,68,73.4,72.4,72.4
1808,1250.663672,68,73.8,72.8,72.8
1809,1252.668124,68,72,71,71
1810,1254.667132,68,73.2,72.2,72.2
1811,1256.660221,68,73,72,72
1812,1258.661744,68,72.2,71.2,71.2
1813,1260.679796,68,73,72,72
1814,1262.663522,68,73.2,72.2,72.2
1815,1264.671497,68,73.8,72.8,72.8
1816,1266.684226,70,72.2,71.2,71.2
1817,1268.663237,70,73.8,72.8,72.8
1818,1270.698032,70,73,72,72
1819,1272.717125,70,72.2,71.2,71.2
1820,1274.665905,70,74,73,73
1821,1276.686477,70,71.8,70.8,70.8
1822,1278.681382,70,72,71,71
1823,1280.689825,70,72.8,71.8,71.8
1824,1282.719818,70,72.4,71.4,71.4
1825,1284.670175,70,72.8,71.8,71.8
1826,1286.646418,72,72.4,71.4,71.4
1827,1287.665505,72,72.6,71.6,71.6
1828,1289.68667,72,72.2,71.2,71.2
1829,1291.714737,72,73.4,72.4,72.4
1830,1293.647965,72,71.8,70.8,70.8
1831,1294.683181,72,73,72,72
1832,1296.710413,72,72,71,71
1833,1298.684499,72,72.2,71.2,71.2
1834,1300.685116,72,72.4,71.4,71.4
1835,1302.680146,72,72.8,71.8,71.8
1836,1304.662357,74,72.2,71.2,71.2
1837,1306.668866,74,72.4,71.4,71.4
1838,1308.687849,74,71.6,70.6,70.6
1839,1310.701994,74,72.4,71.4,71.4
1840,1312.663773,74,73.4,72.4,72.4
1841,1314.68917,74,72.4,71.4,71.4
1842,1316.664398,74,72.4,71.4,71.4
1843,1318.645613,74,71.8,70.8,70.8
1844,1320.684023,74,71.6,70.6,70.6
1845,1322.661976,74,72.8,71.8,71.8
1846,1324.668642,76,72.4,71.4,71.4
1847,1326.670833,76,72.4,71.4,71.4
1848,1328.673767,76,72.4,71.4,71.4
1849,1330.664658,76,72.6,71.6,71.6
1850,1332.662218,76,72.2,71.2,71.2
1851,1334.690857,76,73.4,72.4,72.4
1852,1336.706003,76,72,71,71
1853,1338.649556,76,72.4,71.4,71.4
1854,1340.706109,76,73.2,72.2,72.2
1855,1342.659772,76,72,71,71
1856,1344.687115,78,71.4,70.4,70.4
1857,1346.713132,78,71.8,70.8,70.8
1858,1348.698071,78,72.4,71.4,71.4
1859,1350.785906,78,72.6,71.6,71.6
1860,1352.661021,78,72.2,71.2,71.2
1861,1353.662119,78,71.6,70.6,70.6
1862,1355.662497,78,73,72,72
1863,1356.663004,78,72.4,71.4,71.4
1864,1358.663519,78,71.4,70.4,70.4
1865,1360.680486,78,72,71,71
1866,1362.678108,80,71.6,70.6,70.6
1867,1364.705632,80,72.4,71.4,71.4
1868,1366.647653,80,71.6,70.6,70.6
1869,1368.666653,80,72.2,71.2,71.2
1870,1370.656668,80,72.4,71.4,71.4
1871,1372.673592,80,72.2,71.2,71.2
1872,1374.664965,80,72.4,71.4,71.4
1873,1376.671709,80,71.2,70.2,70.2
1874,1378.662841,80,72.2,71.2,71.2
1875,1380.685708,80,71.6,70.6,70.6
1876,1382.667992,82,71.6,70.6,70.6
1877,1384.678574,82,71.6,70.6,70.6
1878,1386.717513,82,71.8,70.8,70.8
1879,1388.649232,82,72.4,71.4,71.4
1880,1390.670222,82,71.8,70.8,70.8
1881,1392.679866,82,71.2,70.2,70.2
1882,1394.681096,82,71,70,70
1883,1396.647362,82,72.2,71.2,71.2
1884,1397.671754,82,71.6,70.6,70.6
1885,1399.681844,82,71.8,70.8,70.8
1886,1401.667897,84,72.4,71.4,71.4
1887,1403.650759,84,70.2,69.2,69.2
1888,1405.664404,84,70.8,69.8,69.8
1889,1407.662258,84,70,69,69
1890,1409.669448,84,70.6,69.6,69.6
1891,1411.686767,84,70.4,69.4,69.4
1892,1413.679796,84,71,70,70
1893,1415.69055,84,71.8,70.8,70.8
1894,1417.685463,84,72.4,71.4,71.4
1895,1419.673051,84,72.2,71.2,71.2
1896,1421.665907,86,71.2,70.2,70.2
1897,1423.68831,86,71.2,70.2,70.2
1898,1425.68794,86,71,70,70
1899,1427.665682,86,72,71,71
1900,1429.702661,86,71.4,70.4,70.4
1901,1431.693184,86,71,70,70
1902,1433.677652,86,71,70,70
1903,1435.664314,86,71,70,70
1904,1437.709505,86,71,70,70
1905,1439.684569,86,71.6,70.6,70.6
1906,1441.709933,88,71.4,70.4,70.4
1907,1443.649101,88,70.6,69.6,69.6
1908,1444.694446,88,70.2,69.2,69.2
1909,1446.65957,88,72,71,71
1910,1448.665145,88,71,70,70
1911,1450.661881,88,71.8,70.8,70.8
1912,1452.67802,88,71.4,70.4,70.4
1913,1454.668191,88,71,70,70
1914,1456.711274,88,70,69,69
1915,1458.674054,88,70.6,69.6,69.6
1916,1460.685579,90,71.8,70.8,70.8
1917,1462.674166,90,71,70,70
1918,1464.647397,90,70.8,69.8,69.8
1919,1466.696752,90,70,69,69
1920,1468.670195,90,71.8,70.8,70.8
1921,1470.708664,90,71.2,70.2,70.2
1922,1473.680902,90,70.2,69.2,69.2
1923,1475.699774,90,71.4,70.4,70.4
1924,1477.694403,90,71,70,70
1925,1479.667543,90,71.6,70.6,70.6
1926,1481.680614,92,69.8,68.8,68.8
1927,1483.693855,92,70,69,69
1928,1485.710325,92,70.4,69.4,69.4
1929,1487.668241,92,70.8,69.8,69.8
1930,1489.863852,92,69.8,68.8,68.8
1931,1492.157621,92,70.4,69.4,69.4
1932,1493.71623,92,70.6,69.6,69.6
1933,1495.805286,92,71.2,70.2,70.2
1934,1497.701333,92,70.6,69.6,69.6
1935,1499.717332,92,71,70,70
1936,1501.697278,94,70,69,69
1937,1503.691338,94,70.4,69.4,69.4
1938,1505.67816,94,70.8,69.8,69.8
1939,1507.649438,94,69,68,68
1940,1509.671426,94,71,70,70
1941,1511.69134,94,71,70,70
1942,1513.683139,94,70.8,69.8,69.8
1943,1515.707027,94,70.2,69.2,69.2
1944,1517.722061,94,69.6,68.6,68.6
1945,1519.674561,94,70.6,69.6,69.6
1946,1521.687323,96,70,69,69
1947,1523.695951,96,70.4,69.4,69.4
1948,1525.696374,96,70.4,69.4,69.4
1949,1527.704786,96,70.4,69.4,69.4
1950,1529.680975,96,71,70,70
1951,1531.663642,96,69.8,68.8,68.8
1952,1532.664692,96,70.4,69.4,69.4
1953,1534.675194,96,70,69,69
1954,1536.691611,96,70,69,69
1955,1538.711145,96,70.6,69.6,69.6
1956,1540.662186,98,69.8,68.8,68.8
1957,1542.693213,98,69.6,68.6,68.6
1958,1544.691947,98,69.2,68.2,68.2
1959,1546.700749,98,70,69,69
1960,1548.67112,98,69,68,68
1961,1550.70552,98,70,69,69
1962,1552.665242,98,69.2,68.2,68.2
1963,1554.71733,98,69.8,68.8,68.8
1964,1556.687507,98,70.8,69.8,69.8
1965,1558.648043,98,70,69,69
1966,1560.71256,100,69.8,68.8,68.8
1967,1562.706831,100,68.4,67.4,67.4
1968,1564.670577,100,70,69,69
1969,1566.662507,100,68.6,67.6,67.6
1970,1568.68966,100,68.8,67.8,67.8
1971,1570.646293,100,69.2,68.2,68.2
1972,1571.688305,100,69,68,68
1973,1573.669851,100,70,69,69
1974,1574.662553,100,70.2,69.2,69.2
1975,1576.688537,100,69.4,68.4,68.4
1976,1578.713245,102,69.6,68.6,68.6
1977,1580.670798,102,69.6,68.6,68.6
1978,1582.672724,102,69,68,68
1979,1584.674111,102,69.6,68.6,68.6
1980,1586.669481,102,69,68,68
1981,1588.666323,102,69,68,68
1982,1590.707845,102,70.6,69.6,69.6
1983,1592.682177,102,69.4,68.4,68.4
1984,1594.701115,102,69.8,68.8,68.8
1985,1596.647158,102,70,69,69
1986,1597.696423,104,69.4,68.4,68.4
1987,1599.697331,104,70.4,69.4,69.4
1988,1601.671787,104,69.4,68.4,68.4
1989,1603.68857,104,69,68,68
1990,1605.700102,104,69.2,68.2,68.2
1991,1607.672305,104,70.4,69.4,69.4
1992,1609.663424,104,69.4,68.4,68.4
1993,1611.659137,104,69.6,68.6,68.6
1994,1613.698331,104,69.4,68.4,68.4
1995,1615.678426,104,70,69,69
1996,1617.713016,106,69.2,68.2,68.2
1997,1619.677202,106,67.6,66.6,66.6
1998,1621.667006,106,69.2,68.2,68.2
1999,1623.694075,106,69.4,68.4,68.4
2000,1625.694445,106,69,68,68
2001,1627.701847,106,68.6,67.6,67.6
2002,1629.667002,106,68.2,67.2,67.2
2003,1631.662237,106,68.8,67.8,67.8
2004,1633.67124,106,68.6,67.6,67.6
2005,1635.714519,106,68.6,67.6,67.6
2006,1637.646131,108,67.8,66.8,66.8
2007,1639.669165,108,70.6,69.6,69.6
